Address,Parcel ID,Contractor Name,Price,Primary Funding Source,Demolition Date,Commercial Building,Council_District,Neighborhood,Latitude,Longitude
4666 Nottingham,21066425.,Able Demolition,"29,273.00",HHF,06/19/2018,No,4,Morningside,42.396821,-82.94694100000001
9344 Montrose,22052895.,"Adamo Group, Inc.","17,157.00",Non-HHF,11/20/2017,No,7,Joy Community,42.364185,-83.19904
8833 Sussex,22047057.,Den-Man Contractors,"19,479.00",HHF,10/05/2018,No,7,We Care Community,42.358787,-83.19412
9918 Somerset,21067192.,Salenbien Trucking & Excavating Inc.,"22,786.00",HHF,08/03/2018,No,4,Outer Drive-Hayes,42.411811,-82.951787
9966 Somerset,21067199.,Salenbien Trucking & Excavating Inc.,"14,326.00",HHF,08/09/2018,No,4,Outer Drive-Hayes,42.412397999999996,-82.95134399999999
10621 Somerset,21067361.,DMC Consultants,"16,917.00",HHF,10/24/2018,No,4,Yorkshire Woods,42.419229,-82.947461
9955 Somerset,21067421.,Salenbien Trucking & Excavating Inc.,"15,768.00",HHF,08/31/2018,No,4,Outer Drive-Hayes,42.412462,-82.95203599999999
4658 Balfour,21067675.,Able Demolition,"35,182.00",HHF,07/03/2018,No,4,Morningside,42.397496000000004,-82.944761
14424 Spring Garden,21017234.,Smalley,"15,710.00",Non-HHF,10/25/2018,No,4,Mapleridge,42.42763,-82.974502
19420 Forrer,22054149.,Den-Man Contractors,"11,699.00",HHF,06/19/2018,No,2,Greenfield,42.434355,-83.20295
9192 Prevost,22054865.023,Dore & Associates,"18,600.00",Non-HHF,10/11/2018,No,7,Joy Community,42.362452000000005,-83.201098
7776 Rutherford,22055729.,Rickman Enterprise Group,"11,388.80",HHF,10/18/2018,No,7,Warren Ave Community,42.349459,-83.201097
9936 Prest,22048483.,Able Demolition,"17,021.36",HHF,09/04/2018,No,7,Plymouth-Hubbell,42.368491999999996,-83.195982
9111 Prest,22049383.,Rickman Enterprise Group,"16,195.00",HHF,07/16/2018,No,7,We Care Community,42.360851000000004,-83.196306
11624 Winthrop,22051670.,Salenbien Trucking & Excavating Inc.,"19,086.33",HHF,09/05/2018,No,7,Plymouth-I96,42.373053000000006,-83.198411
20200 Winthrop,22052081.,Den-Man Contractors,"13,700.00",HHF,05/30/2018,No,2,Greenfield,42.441309999999994,-83.201459
9309 Mckinney,21068312.,Salenbien Trucking & Excavating Inc.,"16,850.25",HHF,08/24/2018,No,4,Outer Drive-Hayes,42.410747,-82.95071999999999
11514 FINDLAY,21012973-4,Able Demolition,"18,585.60",HHF,10/01/2018,No,4,Gratiot-Findlay,42.413154,-83.000266
11056 Findlay,21013015.,Able Demolition,"16,457.60",HHF,09/20/2018,No,4,Gratiot-Findlay,42.411623999999996,-83.00464000000001
11401 Minden,21013416.,Able Demolition,"15,012.00",HHF,09/28/2018,No,4,LaSalle College Park,42.414413,-83.003334
11535 Minden,21013435.,Able Demolition,"46,044.60",HHF,10/09/2018,No,4,LaSalle College Park,42.415206,-83.001082
11240 Engleside,21013874.,Able Demolition,"31,250.60",HHF,09/25/2018,No,4,LaSalle College Park,42.415896999999994,-83.006222
8505 Strathmoor,22038644.,Den-Man Contractors,"13,225.00",HHF,10/10/2018,No,7,Joy-Schaefer,42.356157,-83.186228
15430 Park Grove,21017701.,DMC Consultants,"16,756.00",HHF,09/19/2018,No,4,Mapleridge,42.42987,-82.962225
15493 Park Grove,21017986.,DMC Consultants,"20,559.00",HHF,10/22/2018,No,4,Mapleridge,42.430374,-82.961116
15426 Glenwood,21018024.,DMC Consultants,"15,585.00",HHF,09/19/2018,No,4,Mapleridge,42.430692,-82.962347
15410 Glenwood,21018026.,DMC Consultants,"12,255.00",HHF,09/17/2018,No,4,Mapleridge,42.430688,-82.962625
19149 Hubbell,22039730.,Blue Star,"15,406.00",HHF,10/19/2018,No,2,Seven Mile Lodge,42.431487,-83.190294
13840 Linnhurst,21018471.,"Adamo Group, Inc.","23,229.00",Non-HHF,12/07/2017,No,3,Franklin,42.431186,-82.981672
15403 Linnhurst,21018627.,DMC Consultants,"15,569.00",HHF,08/27/2018,No,4,Mapleridge,42.431853000000004,-82.96277099999999
15284 Saratoga,21018991.,DMC Consultants,"16,211.00",HHF,08/13/2018,No,4,Mapleridge,42.432938,-82.963605
15316 Promenade,21008711.,Salenbien Trucking & Excavating Inc.,"11,738.80",HHF,08/03/2018,No,4,Outer Drive-Hayes,42.412698999999996,-82.96315600000001
15302 Promenade,21008713.,Salenbien Trucking & Excavating Inc.,"11,943.80",HHF,08/02/2018,No,4,Outer Drive-Hayes,42.412795,-82.963379
15261 Promenade,21009181.,Salenbien Trucking & Excavating Inc.,"24,433.80",HHF,08/02/2018,No,4,Outer Drive-Hayes,42.413384,-82.96351
13347 E State Fair,21024344-6,Rickman Enterprise Group,"13,326.55",HHF,09/26/2018,No,3,Conner Creek,42.442371,-82.98810300000001
16603 E State Fair,21024663-4,Salenbien Trucking & Excavating Inc.,"16,324.25",HHF,07/09/2018,No,3,Regent Park,42.443191999999996,-82.948433
16267 Fairmount Dr,21025477.,Rickman Enterprise Group,"28,728.55",HHF,10/05/2018,No,3,Regent Park,42.445053,-82.95225
16970 Carlisle,21027325-6,Salenbien Trucking & Excavating Inc.,"19,944.00",HHF,06/19/2018,No,3,Regent Park,42.44919,-82.94308000000001
15437 Chapel,22111676-7,Homrich,"13,938.66",HHF,09/25/2018,No,1,Brightmoor,42.40279,-83.253633
13539 Halley,22112474.,Den-Man Contractors,"8,400.00",Non-HHF,02/23/2018,No,1,Brightmoor,42.384364,-83.25448
13533 Halley,22112475.,Den-Man Contractors,"8,400.00",Non-HHF,02/23/2018,No,1,Brightmoor,42.384174,-83.254425
15403 Patton,22104518.,"Adamo Group, Inc.","14,243.00",Non-HHF,11/28/2017,No,1,Brightmoor,42.40249,-83.24414499999999
8841 Patton,22104819.,Rickman Enterprise Group,"14,996.00",HHF,08/14/2018,No,7,Franklin Park,42.358136,-83.242391
11410 Portlance,21020128.,Den-Man Contractors,"14,600.00",HHF,09/14/2018,No,4,LaSalle College Park,42.41892,-83.00607099999999
12493 Whitehill,21058255.001,DMC Consultants,"16,612.00",HHF,08/23/2018,No,4,Moross-Morang,42.431231,-82.949283
12425 Lansdowne,21058458.,DMC Consultants,"16,299.00",HHF,08/27/2018,No,4,Moross-Morang,42.431173,-82.947884
12389 Lansdowne,21058462.001,DMC Consultants,"17,049.00",HHF,08/27/2018,No,4,Moross-Morang,42.430771,-82.948187
10709 Stratmann,21058589.,Salenbien Trucking & Excavating Inc.,"9,425.80",HHF,08/04/2018,No,4,Outer Drive-Hayes,42.41602,-82.958567
8421 Burt Rd,22108223.,Salenbien Trucking & Excavating Inc.,"22,742.83",HHF,09/28/2018,No,7,Warrendale,42.354088,-83.245878
8316 Trinity,22108279.,Salenbien Trucking & Excavating Inc.,"22,937.83",HHF,09/21/2018,No,7,Warrendale,42.353604,-83.246367
9731 Philip,21060418.,Salenbien Trucking & Excavating Inc.,"17,142.80",HHF,08/08/2018,No,4,Outer Drive-Hayes,42.410917,-82.963828
5969 Manistique,21061425.,Able Demolition,"18,551.00",HHF,07/09/2018,No,4,Chandler Park-Chalmers,42.403893,-82.960988
9230 Devonshire,21070520.,Salenbien Trucking & Excavating Inc.,"11,405.50",HHF,08/24/2018,No,4,Outer Drive-Hayes,42.411621000000004,-82.94919
5901 Devonshire,21070546.,Rickman Enterprise Group,"36,984.56",HHF,09/19/2018,No,4,Morningside,42.408217,-82.946584
5211 Bedford,21070950.,Able Demolition,"13,973.00",HHF,06/21/2018,No,4,Morningside,42.403781,-82.94247299999999
5051 Three Mile Dr,21071273.,Rickman Enterprise Group,"19,526.56",HHF,10/08/2018,No,4,Morningside,42.402998,-82.940759
5911 Manistique,21061433.,Salenbien Trucking & Excavating Inc.,"28,495.00",HHF,08/21/2018,No,4,Chandler Park-Chalmers,42.403203000000005,-82.96053
2926 Ashland,21062093.,Salenbien Trucking & Excavating Inc.,"12,768.00",HHF,08/25/2018,No,4,Riverbend,42.384747,-82.946833
2981 Alter,21063131.,Salenbien Trucking & Excavating Inc.,"35,200.00",HHF,08/14/2018,No,4,Riverbend,42.385552000000004,-82.946875
5794 Wayburn,21063500.,Able Demolition,"29,630.00",HHF,06/29/2018,No,4,Morningside,42.40364,-82.957391
5800 Wayburn,21063501.,Den-Man Contractors,"17,950.00",Non-HHF,09/01/2017,No,4,Morningside,42.403726,-82.957449
11640 Wayburn,21063643.002,DMC Consultants,"13,039.00",HHF,11/01/2018,No,4,Denby,42.424362,-82.950858
11734 Wayburn,21063646.004L,DMC Consultants,"13,460.00",HHF,11/02/2018,No,4,Denby,42.425484999999995,-82.94999399999999
11627 Wayburn,21063713.011,DMC Consultants,"14,527.00",HHF,11/01/2018,No,4,Denby,42.424426000000004,-82.951622
10581 Wayburn,21063776.,Salenbien Trucking & Excavating Inc.,"17,833.80",HHF,08/08/2018,No,4,Outer Drive-Hayes,42.415285,-82.957831
9703 Wayburn,21063804.,Salenbien Trucking & Excavating Inc.,"10,392.80",HHF,08/23/2018,No,4,Outer Drive-Hayes,42.41064,-82.95999
7815 Rutherford,22056759.,Rickman Enterprise Group,"16,466.80",HHF,10/17/2018,No,7,Warren Ave Community,42.350006,-83.201797
8277 Lauder,22042705.,"Adamo Group, Inc.","11,671.00",Non-HHF,11/22/2017,No,7,Fiskhorn,42.354687,-83.189704
14511 Lauder,22042454.,Able Demolition,"25,862.34",HHF,08/30/2018,No,1,Hubbell-Lyndon,42.394690000000004,-83.190874
7251 Mansfield,22058115.,Rickman Enterprise Group,"17,323.00",HHF,07/23/2018,No,7,Warren Ave Community,42.344361,-83.202779
7700 St Marys,22058286.,Rickman Enterprise Group,"18,719.79",HHF,10/19/2018,No,7,Warren Ave Community,42.348436,-83.203524
7785 St Marys,22059422.,Rickman Enterprise Group,"16,765.80",HHF,10/19/2018,No,7,Warren Ave Community,42.349542,-83.204184
8832 Robson,22043426.,Den-Man Contractors,"21,370.00",HHF,10/18/2018,No,7,We Care Community,42.358854,-83.191286
7485 St Marys,22059442.,Rickman Enterprise Group,"15,308.79",HHF,10/19/2018,No,7,Warren Ave Community,42.347176,-83.204094
12100 Plainview,22093826.,Able Demolition,"15,814.00",HHF,08/13/2018,No,7,Weatherby,42.375572999999996,-83.234794
19013 Plainview,22094276.,Blue Star,"16,462.00",HHF,10/18/2018,No,1,Evergreen-Outer Drive,42.428771999999995,-83.238023
18437 Plainview,22094311-2,Salenbien Trucking & Excavating Inc.,"16,969.98",HHF,07/23/2018,No,1,Evergreen-Outer Drive,42.425113,-83.237873
11311 Plainview,22094605.,Blue Star,"19,463.00",HHF,11/07/2018,No,7,Franklin Park,42.369746,-83.235294
9989 Plainview,22094614.,Blue Star,"16,198.00",HHF,10/24/2018,No,7,Franklin Park,42.368575,-83.235265
9959 Plainview,22094619.,Blue Star,"16,791.00",HHF,10/25/2018,No,7,Franklin Park,42.368125,-83.235275
9924 Meyers,18018666.,Blue Star,"27,041.00",HHF,09/18/2018,No,7,Barton-McFarland,42.369283,-83.167651
8752 Kercheval,19000247.,Salenbien Trucking & Excavating Inc.,"17,685.15",HHF,11/01/2018,No,5,East Village,42.361236,-82.991986
14168 Dacosta,22115525.,Homrich,"17,494.67",HHF,09/20/2018,No,1,Brightmoor,42.389292,-83.25981800000001
14120 Lamphere,22116154.,Blue Star,"24,697.00",HHF,09/20/2018,No,1,Eliza Howell,42.388606,-83.26101700000001
16715 Lahser,22113736.,Blue Star,"16,478.00",HHF,10/12/2018,No,1,Riverdale,42.411594,-83.257665
15811 Lahser,22113785.,Homrich,"18,763.66",HHF,09/24/2018,No,1,Brightmoor,42.405914,-83.257438
15509 Lahser,22113806-7,Homrich,"18,471.66",HHF,09/25/2018,No,1,Brightmoor,42.403682,-83.257352
15501 Lahser,22113808.,Homrich,"20,696.66",HHF,09/26/2018,No,1,Brightmoor,42.403572,-83.257347
15495 Lahser,22113809.,Homrich,"19,535.66",HHF,09/26/2018,No,1,Brightmoor,42.403465000000004,-83.25734399999999
15463 Lahser,22113813-4,Homrich,"20,452.66",HHF,09/28/2018,No,1,Brightmoor,42.403023,-83.257327
14924 Rockdale,22114175.,Homrich,"11,772.67",HHF,10/02/2018,No,1,Brightmoor,42.397185,-83.257674
9619 Plainview,22094623.,Blue Star,"16,151.00",HHF,10/24/2018,No,7,Franklin Park,42.366426000000004,-83.235232
9363 Plainview,22094639.,Blue Star,"13,320.00",HHF,10/24/2018,No,7,Franklin Park,42.363818,-83.235129
8849 Plainview,22094691.,Rickman Enterprise Group,"14,982.00",HHF,08/13/2018,No,7,Franklin Park,42.358356,-83.235072
7785 Plainview,22094759.,Rickman Enterprise Group,"12,069.00",HHF,08/10/2018,No,7,Warrendale,42.349409,-83.234713
9626 Evergreen,22095358-9,Blue Star,"17,538.00",HHF,10/30/2018,No,7,Franklin Park,42.366521,-83.235691
10138 Sterritt,19002077.,Den-Man Contractors,"17,320.00",Non-HHF,11/07/2017,No,3,Airport Sub,42.394868,-83.0027
15066 Chatham,22116910.,Homrich,"14,234.67",HHF,10/04/2018,No,1,Brightmoor,42.398553,-83.262623
17901 Redfern,22117085.,Den-Man Contractors,"13,780.00",HHF,09/07/2018,No,1,Melvern Hill,42.421261,-83.264465
15863 Chatham,22117145.,Gayanga Co,"11,000.00",Non-HHF,02/15/2018,No,1,Brightmoor,42.40656,-83.263716
14873 Bramell,22117878.,Homrich,"20,390.67",HHF,10/02/2018,No,1,Brightmoor,42.396451,-83.26455
15456 Beaverland,22118360.,Salenbien Trucking & Excavating Inc.,"13,272.98",HHF,07/18/2018,No,1,Brightmoor,42.402896999999996,-83.265295
14132 Dolphin,22114709.,Homrich,"4,193.67",HHF,09/20/2018,No,1,Brightmoor,42.38881,-83.258596
14574 Dolphin,22114755.,Homrich,"18,301.67",HHF,10/03/2018,No,1,Brightmoor,42.394222,-83.258759
15095 Dolphin,22114995.,Homrich,"10,473.67",HHF,09/25/2018,No,1,Brightmoor,42.398951000000004,-83.25959399999999
14175 Dolphin,22115081-2,Blue Star,"14,350.00",HHF,09/20/2018,No,1,Brightmoor,42.389358,-83.25928499999999
17219 Beaverland,22118546.,Blue Star,"17,016.00",HHF,10/17/2018,No,1,Oak Grove,42.416472999999996,-83.26711
18919 Huntington,22089797.,Able Demolition,"17,372.77",HHF,10/11/2018,No,1,Evergreen-Outer Drive,42.427636,-83.233643
14107 Westwood,22089981.,Salenbien Trucking & Excavating Inc.,"16,829.62",HHF,07/27/2018,No,1,Westwood Park,42.388974,-83.232439
13675 Mecca,22006218.,Rickman Enterprise Group,"13,788.00",HHF,07/11/2018,No,7,Paveway,42.373624,-83.17957
13785 Thornton,22006289-90,DMC Consultants,"17,125.00",Non-HHF,12/11/2017,No,7,Paveway,42.374371000000004,-83.181612
8843 Westwood,22090157-8,"Adamo Group, Inc.","17,693.00",Non-HHF,11/21/2017,No,7,Franklin Park,42.358343,-83.231444
14000 Minock,22090769.,Salenbien Trucking & Excavating Inc.,"12,385.37",HHF,05/22/2018,No,1,Westwood Park,42.387887,-83.23293100000001
9035 Minock,22091466-7,Blue Star,"17,828.00",HHF,11/01/2018,No,7,Franklin Park,42.359919,-83.232667
3217 Edsel,20014584.,Homrich,"22,676.25",HHF,09/05/2018,No,6,Boynton,42.264594,-83.16327700000001
19020 Pierson,22106676.,Den-Man Contractors,"14,020.00",Non-HHF,09/18/2017,No,1,Holcomb Community,42.428643,-83.247128
12123 Pierson,22107117.,Blue Star,"15,205.00",HHF,11/07/2018,No,7,Weatherby,42.375735,-83.245402
20801 N Pierson Ct,22107119.010,Blue Star,"17,105.00",HHF,11/06/2018,No,7,Weatherby,42.374665,-83.24557800000001
11715 Pierson,22107119.023,Blue Star,"17,101.00",HHF,11/05/2018,No,7,Weatherby,42.373089,-83.245306
20737 S Pierson Ct,22107119.031,Blue Star,"17,528.00",HHF,11/07/2018,No,7,Weatherby,42.372502000000004,-83.244528
9015 Pierson,22107210.,Rickman Enterprise Group,"14,033.00",HHF,08/15/2018,No,7,Franklin Park,42.359421999999995,-83.244834
8675 Pierson,22107228.,Rickman Enterprise Group,"21,185.40",HHF,09/04/2018,No,7,Warrendale,42.356664,-83.244795
9036 Burt Rd,22107352.,Blue Star,"15,747.00",HHF,11/02/2018,No,7,Franklin Park,42.359751,-83.24531800000001
9200 Burt Rd,22107364.,Blue Star,"18,878.00",HHF,11/02/2018,No,7,Franklin Park,42.361058,-83.245401
13137 Frankfort,21003187.,Rickman Enterprise Group,"24,260.00",Non-HHF,06/21/2017,No,4,Chandler Park,42.394976,-82.966576
14611 Evanston,21005290.,Salenbien Trucking & Excavating Inc.,"13,447.80",HHF,08/04/2018,No,4,Outer Drive-Hayes,42.406249,-82.962968
15209 Evanston,21005321.,Salenbien Trucking & Excavating Inc.,"21,442.80",HHF,08/08/2018,No,4,Outer Drive-Hayes,42.40773,-82.957835
19524 Hickory,21030306.,Salenbien Trucking & Excavating Inc.,"21,124.00",HHF,06/25/2018,No,3,Pulaski,42.438925,-82.987377
15327 Evanston,21005333.,Salenbien Trucking & Excavating Inc.,"10,794.80",HHF,08/09/2018,No,4,Outer Drive-Hayes,42.408206,-82.956193
8866 Ward,22024525.,Den-Man Contractors,"15,035.00",HHF,10/17/2018,No,7,Barton-McFarland,42.359703,-83.172302
16045 Maddelein,21021607.,DMC Consultants,"15,769.00",HHF,10/08/2018,No,3,Regent Park,42.436757,-82.954847
15036 Lappin,21021696.,Rickman Enterprise Group,"14,333.55",HHF,10/01/2018,No,3,Regent Park,42.436893,-82.966004
15290 Coram,21022049.,DMC Consultants,"15,901.00",HHF,08/27/2018,No,3,Regent Park,42.437899,-82.963675
16011 Coram,21022183.,Rickman Enterprise Group,"14,156.55",HHF,10/03/2018,No,3,Regent Park,42.438559999999995,-82.955488
16236 Novara,21022333.,DMC Consultants,"12,694.00",HHF,10/05/2018,No,3,Regent Park,42.438984999999995,-82.952651
15612 Novara,21022382.,DMC Consultants,"16,345.00",HHF,09/20/2018,No,3,Regent Park,42.438859,-82.960433
15034 Novara,21022401-2,"Adamo Group, Inc.","13,734.00",Non-HHF,11/30/2017,No,3,Regent Park,42.439169,-82.96615899999999
16253 Novara,21022603.,DMC Consultants,"12,014.00",HHF,10/05/2018,No,3,Regent Park,42.439492,-82.952361
15810 Liberal,21022669.,DMC Consultants,"14,129.00",HHF,08/14/2018,No,3,Regent Park,42.439806,-82.958019
15235 Liberal,21022924.,DMC Consultants,"12,842.00",HHF,08/13/2018,No,3,Regent Park,42.44017,-82.964789
15619 Liberal,21022936.,DMC Consultants,"14,689.00",HHF,08/14/2018,No,3,Regent Park,42.440292,-82.960334
12758 Kelly Rd,21056880.,DMC Consultants,"14,017.00",HHF,08/10/2018,No,4,Denby,42.424438,-82.960314
12392 Whitehill,21058237.004,DMC Consultants,"13,243.00",HHF,08/20/2018,No,4,Moross-Morang,42.429777,-82.949586
12416 Whitehill,21058237.007,DMC Consultants,"11,984.00",HHF,08/22/2018,No,4,Moross-Morang,42.430078,-82.94935699999999
12444 Whitehill,21058237.010,DMC Consultants,"16,975.00",HHF,08/22/2018,No,4,Moross-Morang,42.430378999999995,-82.949127
9303 Ward,22025463.,Den-Man Contractors,"14,344.00",HHF,10/16/2018,No,7,Barton-McFarland,42.363863,-83.173101
9102 Cheyenne,22025579.,Den-Man Contractors,"12,227.00",HHF,10/16/2018,No,7,Barton-McFarland,42.361051,-83.173529
9289 Steel,22023158.,Den-Man Contractors,"33,286.00",HHF,10/17/2018,No,7,Barton-McFarland,42.363652,-83.17068
9283 Steel,22023159.,Den-Man Contractors,"13,245.00",HHF,10/17/2018,No,7,Barton-McFarland,42.363579,-83.170677
12630 Riverdale Dr,22120612.,Homrich,"20,749.67",HHF,10/15/2018,No,1,Castle Rouge,42.379372,-83.269329
18961 Riverview,22121947.,Able Demolition,"15,386.77",HHF,10/15/2018,No,1,Seven Mile-Rouge,42.427525,-83.275757
10454 Merlin,21074863.,Salenbien Trucking & Excavating Inc.,"13,333.50",HHF,07/13/2018,No,4,Yorkshire Woods,42.420789,-82.941024
6300 Guilford,21075718.,DMC Consultants,"13,380.00",HHF,11/16/2018,No,4,Cornerstone Village,42.417162,-82.933328
6000 Woodhall,21075950.,DMC Consultants,"23,037.00",HHF,11/19/2018,No,4,Cornerstone Village,42.415455,-82.93101300000001
6344 Woodhall,21075968.,DMC Consultants,"16,152.00",HHF,11/20/2018,No,4,Cornerstone Village,42.418019,-82.932686
6165 Woodhall,21076012.,DMC Consultants,"11,316.00",HHF,11/20/2018,No,4,Cornerstone Village,42.416378,-82.93233199999999
7442 Clayburn,22068384.,Rickman Enterprise Group,"11,946.79",HHF,10/30/2018,No,7,Warren Ave Community,42.346496,-83.211352
5318 Radnor,21078268.,Salenbien Trucking & Excavating Inc.,"15,467.50",HHF,08/22/2018,No,4,Cornerstone Village,42.413493,-82.920374
19015 Mccormick,21080021.,DMC Consultants,"15,353.00",HHF,10/08/2018,No,4,Moross-Morang,42.433077000000004,-82.946237
12220 Stout,22101086.,Blue Star,"17,475.00",HHF,10/29/2018,No,7,Weatherby,42.376695,-83.239776
12226 Stout,22101087.,Blue Star,"15,262.00",HHF,10/29/2018,No,7,Weatherby,42.376805,-83.239778
18492 Stout,22101441.,Blue Star,"14,912.00",HHF,10/15/2018,No,1,Holcomb Community,42.425737,-83.242532
18491 Stout,22101588.,Blue Star,"17,301.00",HHF,10/15/2018,No,1,Holcomb Community,42.425725,-83.243235
7511 Rutland,22069083.,Able Demolition,"14,847.00",Non-HHF,06/15/2017,No,7,Warren Ave Community,42.347396999999994,-83.213054
12082 Longacre,22070370.,Able Demolition,"14,027.00",HHF,08/13/2018,No,7,Plymouth-I96,42.375668,-83.214242
17200 Archdale,22071356.,Able Demolition,"16,567.77",HHF,10/15/2018,No,2,College Park,42.417093,-83.216415
11661 Grandmont,22065078.,Rickman Enterprise Group,"15,664.40",HHF,07/17/2018,No,7,Plymouth-I96,42.37338,-83.20998900000001
9945 Grandmont,22065118.,"Adamo Group, Inc.","13,596.00",Non-HHF,11/22/2017,No,7,Joy Community,42.368352,-83.209813
18620 Sawyer,22001060-1,Rickman Enterprise Group,"15,995.40",HHF,10/16/2018,No,7,Warrendale,42.347171,-83.222631
15845 Tireman,22001117-22,Rickman Enterprise Group,"14,669.00",HHF,08/16/2018,No,7,Warren Ave Community,42.350583,-83.201127
18620 Tireman,22001768-9,Rickman Enterprise Group,"19,002.79",HHF,11/08/2018,No,7,Warrendale,42.350783,-83.222758
16010 Tireman,22001838-9,Rickman Enterprise Group,"11,303.79",HHF,10/16/2018,No,7,Warren Ave Community,42.351028,-83.201826
17639 Stout,22101629.,Blue Star,"15,298.00",HHF,10/15/2018,No,1,Holcomb Community,42.421087,-83.243011
7715 Archdale,22072160.,Rickman Enterprise Group,"14,031.00",HHF,07/25/2018,No,7,Warren Ave Community,42.348344,-83.215283
11421 Evergreen,22096706-8,Blue Star,"16,574.00",HHF,10/31/2018,No,7,Franklin Park,42.371303999999995,-83.236648
8111 Evergreen,22096997-8,Salenbien Trucking & Excavating Inc.,"18,533.83",HHF,09/25/2018,No,7,Warrendale,42.351999,-83.236097
19164 Langholm,17015818.,Rickman Enterprise Group,"13,161.10",HHF,09/07/2018,No,3,Pulaski,42.435302,-83.01092
18984 Blackmoor,17016136.,Rickman Enterprise Group,"15,936.10",HHF,08/28/2018,No,3,Mount Olivet,42.433634000000005,-83.012761
19160 Blackmoor,17016141.,Rickman Enterprise Group,"17,221.10",HHF,09/11/2018,No,3,Pulaski,42.435193,-83.01298100000001
12811 French Rd,17016463-4,Dore & Associates,"18,000.00",Non-HHF,11/09/2017,No,3,Airport Sub,42.415133000000004,-83.015499
6420 Morse,18002500.,Blue Star,"25,683.00",HHF,08/21/2018,No,6,Claytown,42.33315,-83.124126
621 Tennessee,21045892.,Salenbien Trucking & Excavating Inc.,"11,294.80",HHF,08/16/2018,No,4,Jefferson Chalmers,42.36347,-82.956124
428 Navahoe,21046551-8,Salenbien Trucking & Excavating Inc.,"32,396.80",HHF,08/14/2018,No,4,Jefferson Chalmers,42.361127,-82.95181099999999
