School ID,Name of School,"Elementary, Middle, or High School",Street Address,City,ZIP Code,Network Manager,Collaborative Name,Adequate Yearly Progress Made? ,CPS Performance Policy Status,Healthy Schools Certified?,Safety Icon ,Safety Score,Family Involvement Icon,Family Involvement Score,Environment Icon ,Environment Score,Instruction Icon ,Instruction Score,Leaders Icon ,Teachers Icon ,Teachers Score,Parent Engagement Icon,Parent Engagement Score,Parent Environment Icon,Parent Environment Score,Average Student Attendance,Rate of Misconducts (per 100 students),Average Teacher Attendance,Individualized Education Program Compliance Rate ,Pk-2 Literacy %,Pk-2 Math %,Gr3-5 Grade Level Math %,Gr3-5 Grade Level Read % ,Gr3-5 Keep Pace Read %,Gr3-5 Keep Pace Math %,Gr6-8 Grade Level Math %,Gr6-8 Grade Level Read %,Gr6-8 Keep Pace Math%,Gr6-8 Keep Pace Read %,Gr-8 Explore Math %,Gr-8 Explore Read %,ISAT Exceeding Math %,ISAT Exceeding Reading % ,ISAT Value Add Math,ISAT Value Add Read,ISAT Value Add Color Math,ISAT Value Add Color Read,Students Taking  Algebra %,Students Passing  Algebra %,9th Grade EXPLORE (2009) ,9th Grade EXPLORE (2010) ,10th Grade PLAN (2009) ,10th Grade PLAN (2010) ,Net Change EXPLORE and PLAN,11th Grade Average ACT (2011) ,College Eligibility %,Graduation Rate %,College Enrollment Rate %,College Enrollment (number of students) ,General Services Route ,Freshman on Track Rate %,Latitude,Longitude
610184,John Spry Elementary Community School,ES,2400 S Marshall Blvd ,Chicago,60623,Pilsen-Little Village Elementary Network,WEST SIDE COLLABORATIVE,No,Not on Probation,No,Strong,66,Average,59,Strong,70,Strong,67,Average,Average,43,Weak,46,Average,48,96.20%,5.9,97.40%,99.00%,44.4,12.8,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,18.7,13.3,17.9,7.3,1.7,1.1,Green,Green,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,809,39,NDA,41.84815451,-87.69912725
610269,John T McCutcheon Elementary School,ES,4865 N Sheridan Rd ,Chicago,60640,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Not on Probation,No,Average,56,Weak,36,Strong,67,Average,41,Weak,Average,42,Average,52,Average,53,94.00%,8.8,94.80%,98.10%,62.4,66.3,31.3,30.3,46.7,48.3,34.1,40.5,48.1,58.4,9.1,13.6,19.5,10.8,1,-0.2,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,355,32,NDA,41.97095968,-87.65472193
610130,John T Pirie Fine Arts & Academic Center Elementary School,ES,650 E 85th St ,Chicago,60619,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,No,Not on Probation,No,Weak,26,Average,44,Strong,63,Strong,62,Average,Average,46,NDA,NDA,NDA,NDA,93.50%,20.8,95.40%,100.00%,74.5,49.6,31.1,37.3,55.8,49.7,44.2,50,71.8,73.7,NDA,NDA,10.7,20.9,0.1,1.6,Yellow,Green,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,384,45,NDA,41.74036711,-87.60792289
609864,John W Cook Elementary School,ES,8150 S Bishop St ,Chicago,60620,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Probation,No,NDA,,NDA,NDA,NDA,,NDA,,NDA,NDA,NDA,Weak,45,Average,47,94.00%,26,94.00%,100.00%,57.1,36,21.5,12.7,42.4,55.4,41.2,31.8,68.7,68.2,1.7,6.8,6.4,4.6,0.8,0.6,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,482,49,NDA,41.74526284,-87.6598119
609937,John W Garvy Elementary School,ES,5225 N Oak Park Ave ,Chicago,60656,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Not on Probation,No,Strong,60,Strong,70,Average,50,Average,51,Average,Average,55,Strong,56,Average,49,95.30%,10.2,96.50%,97.30%,83.4,43.6,63.9,57.8,58.1,63.9,60.6,59.4,51.4,55.3,38.4,49.3,34.4,33.5,-0.1,0.2,Yellow,Yellow,44.6,45.5,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,720,30,NDA,41.97635262,-87.79619832
610225,John Whistler Elementary School,ES,11533 S Ada St ,Chicago,60643,Lake Calumet Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Probation,No,Average,45,Weak,32,Average,41,Weak,28,Weak,Weak,21,Average,52,Strong,55,92.40%,11.1,97.00%,100.00%,74.7,60.2,34,27.4,49,61.2,31.5,28,50.4,51.2,6,8.2,5.4,4.1,-0.9,0.5,Red,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,375,49,NDA,41.68391137,-87.65534733
609828,Jonathan Burr Elementary School,ES,1621 W Wabansia Ave ,Chicago,60622,Fulton Elementary Network,WEST SIDE COLLABORATIVE,Yes,Not on Probation,No,Strong,71,Strong,66,Strong,68,Average,51,Average,Strong,63,Strong,56,Average,49,95.90%,4.3,96.90%,100.00%,78.5,53.1,53.8,43.8,51.9,51.9,71.3,57.7,69.2,58.4,14.3,25,29.1,22.2,0.4,0.6,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,348,35,NDA,41.91233061,-87.66864691
610159,Jonathan Y Scammon Elementary School,ES,4201 W Henderson St ,Chicago,60641,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Not on Probation,No,Average,44,NDA,NDA,Weak,21,Weak,20,NDA,NDA,NDA,Average,48,Weak,44,95.90%,8,95.30%,100.00%,69.6,39.3,32.4,27.7,50.9,52.2,39.1,33,61.5,60.5,14.7,33.7,14.8,11.9,-0.6,0.2,Red,Yellow,19.4,100,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,937,29,NDA,41.94164944,-87.73222901
609865,Jordan Elementary Community School,ES,7414 N Wolcott Ave ,Chicago,60626,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Not on Probation,No,Strong,61,Weak,31,Average,57,Average,49,Very Weak,Very Weak,15,Average,52,Average,51,95.60%,16.4,95.10%,100.00%,60.1,42,36,21.1,41.4,54.1,26.3,19.1,43.2,34.7,4.8,15.9,16.9,7.1,0.3,-1.2,Yellow,Red,37.7,23.1,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,753,32,NDA,42.01709536,-87.67779928
610313,Jose De Diego Elementary Community Academy,ES,1313 N Claremont Ave ,Chicago,60622,Fulton Elementary Network,WEST SIDE COLLABORATIVE,No,Probation,Yes,Average,57,Average,53,Weak,37,Average,40,Strong,Strong,64,Average,53,Strong,54,95.00%,29,96.80%,100.00%,75,51.4,29.9,32.4,49.2,44.4,45.5,45.1,49.1,51.3,17.5,33.3,16.7,11.3,-0.3,-1.1,Yellow,Red,49.2,23,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,869,35,NDA,41.90531549,-87.68572005
609950,Josefa Ortiz De Dominguez Elementary School,ES,3000 S Lawndale Ave ,Chicago,60623,Pilsen-Little Village Elementary Network,WEST SIDE COLLABORATIVE,No,NDA,No,NDA,,Strong,69,NDA,,NDA,,Average,Average,54,Average,51,Strong,55,95.80%,3.6,97.00%,99.00%,72.4,51.6,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,793,37,NDA,41.83875333,-87.71722614
610242,Joseph Brennemann Elementary School,ES,4251 N Clarendon Ave ,Chicago,60613,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Not on Probation,No,Average,50,Average,56,Average,55,Average,59,Average,Average,54,Average,53,Strong,59,96.50%,13.7,97.70%,96.70%,79.8,47.2,32.4,30.8,50.5,65.7,48.8,30,66.2,50,8.3,25,18.1,10.9,1,1,Green,Green,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,362,32,NDA,41.95997841,-87.64971223
609938,Joseph E Gary Elementary School,ES,3740 W 31st St ,Chicago,60623,Pilsen-Little Village Elementary Network,WEST SIDE COLLABORATIVE,No,Not on Probation,No,Weak,32,Weak,27,Weak,29,Weak,28,Weak,Very Weak,17,Weak,45,Average,48,96.10%,16.8,96.20%,100.00%,NDA,NDA,34.5,21.8,50.5,55.3,45.5,27.7,58.4,41.7,12.3,21.3,14.3,7.6,0.4,0.1,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1204,37,NDA,41.83709246,-87.71870452
610041,Josephine C Locke Elementary School,ES,2828 N Oak Park Ave ,Chicago,60634,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Not on Probation,No,Average,57,Average,47,Average,49,Average,56,Average,Average,45,Average,47,Average,50,95.50%,2.2,95.10%,100.00%,63.4,39.5,36.1,30.5,55.3,63,58.7,46,64,70.5,26.1,33.8,21.1,15.6,0.7,1.7,Green,Green,23.9,45.5,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1317,29,NDA,41.93176301,-87.79564085
610015,Joseph Jungman Elementary School,ES,1746 S Miller St ,Chicago,60608,Pilsen-Little Village Elementary Network,WEST SIDE COLLABORATIVE,No,Probation,No,Weak,36,Weak,34,Average,56,Average,53,Weak,Average,43,Average,48,Average,49,96.40%,5.3,96.30%,93.80%,75.5,34.7,32.5,20,59.2,64.4,25,34.9,51.3,71.3,6.9,34.5,7.8,6.6,0.1,-0.7,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,286,39,NDA,41.85810053,-87.65233933
609925,Joseph Kellman Corporate Community Elementary School,ES,751 S Sacramento Blvd ,Chicago,60612,Garfield-Humboldt Elementary Network,WEST SIDE COLLABORATIVE,No,Not on Probation,No,Average,58,Strong,68,Average,42,Average,45,Weak,Average,50,Strong,59,Strong,57,95.20%,4.4,95.80%,100.00%,84.7,55.3,37,32.3,48.9,56,34.5,43.2,56.5,55.2,0,11.5,13.3,10.5,-0.3,-0.6,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,293,37,NDA,41.87119309,-87.70078311
610043,Joseph Lovett Elementary School,ES,6333 W Bloomingdale Ave ,Chicago,60639,Austin-North Lawndale Elementary Network,WEST SIDE COLLABORATIVE,No,Probation,No,Average,43,NDA,NDA,Weak,32,Weak,22,NDA,NDA,NDA,Average,49,Weak,45,95.40%,16.1,95.40%,100.00%,68.5,62.7,23.5,33.1,51.2,51.2,32.9,37.3,40.3,65.5,7.8,27.5,9.1,8.3,-0.2,-0.3,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,490,29,NDA,41.91269042,-87.78393402
610189,Joseph Stockton Elementary School,ES,4420 N Beacon St ,Chicago,60640,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Not on Probation,No,Weak,37,NDA,NDA,Average,51,Strong,68,NDA,NDA,NDA,NDA,NDA,NDA,NDA,94.90%,11,95.30%,100.00%,53.2,47.2,35.3,28.2,41.2,50,54.7,56.4,51.1,50.5,21.1,44.7,18.3,12.4,-0.5,-0.1,Yellow,Yellow,30.8,75,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,462,32,NDA,41.9623189,-87.66388983
610218,Joseph Warren Elementary School,ES,9239 S Jeffery Ave ,Chicago,60617,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,No,Not on Probation,No,Weak,33,Average,55,Average,49,Average,40,NDA,NDA,NDA,Weak,46,Average,50,95.00%,21.6,95.30%,100.00%,38.6,20,26.1,21.5,55.3,46.4,33.3,27,45.6,35,8.6,25.7,13.7,14.7,-1,-0.4,Red,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,328,47,NDA,41.72677474,-87.5753162
610019,Joshua D Kershaw Elementary School,ES,6450 S Lowe Ave ,Chicago,60621,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Not on Probation,No,Strong,62,Strong,63,Strong,69,Average,56,Average,Average,59,Strong,58,Strong,63,94.80%,8.2,96.00%,100.00%,NDA,NDA,55.2,46.3,71.6,71.6,67.2,58.1,83.3,78.7,5.6,38.9,22.3,16.2,1.9,1.1,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,262,45,NDA,41.77647883,-87.64092929
610129,Josiah Pickard Elementary School,ES,2301 W 21st Pl ,Chicago,60608,Pilsen-Little Village Elementary Network,WEST SIDE COLLABORATIVE,No,Probation,No,Average,50,Weak,36,Weak,35,Weak,37,Weak,Weak,34,Average,48,Strong,54,95.80%,5.1,96.40%,100.00%,76.4,NDA,48.9,25.6,55,78.6,42.5,30.2,70,69.8,6.6,8.2,16.1,11,1.7,0,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,656,39,NDA,41.85287295,-87.6833397
610022,Joyce Kilmer Elementary School,ES,6700 N Greenview Ave ,Chicago,60626,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Not on Probation,No,NDA,,Average,43,NDA,,NDA,,Average,Average,42,Average,49,Average,51,96.00%,15.6,96.90%,100.00%,70,51.2,40.5,28.6,53.4,61.2,39.4,33.7,57.8,52.8,22.7,27.3,22.8,15,-0.2,-0.6,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,886,32,NDA,42.00367622,-87.66826026
610253,Julia C Lathrop Elementary School,ES,1440 S Christiana Ave ,Chicago,60623,Austin-North Lawndale Elementary Network,WEST SIDE COLLABORATIVE,No,Probation,No,Strong,67,NDA,NDA,Average,58,Weak,26,NDA,NDA,NDA,Weak,40,Average,50,90.50%,113.5,95.50%,100.00%,38.5,NDA,19.5,13.2,45.5,34.1,18.4,34.7,35,61.1,7.7,3.8,5.9,4,-1.7,-0.6,Red,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,83,37,NDA,41.86119482,-87.7093241
610000,Julia Ward Howe Elementary School of Excellence,ES,720 N Lorel Ave ,Chicago,60644,AUSL Schools,WEST SIDE COLLABORATIVE,No,Probation,No,Strong,67,Average,46,Very Strong,90,Strong,69,Average,Strong,67,Strong,57,Strong,64,96.00%,7.7,97.10%,100.00%,NDA,NDA,36.9,35.6,63.1,75.2,38.5,39.1,67.5,56.4,7.4,14.8,20.6,9.3,0.8,-0.8,Green,Red,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,576,36,NDA,41.89362521,-87.75943557
610280,Kate S Buckingham Special Education Center,ES,9207 S Phillips Ave ,Chicago,60617,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,NDA,Not Applicable,No,Weak,31,NDA,NDA,Weak,24,Weak,20,NDA,NDA,NDA,NDA,NDA,NDA,NDA,83.40%,116.9,94.40%,100.00%,NDA,NDA,20,20,80,70,0,4.3,45,59.1,NDA,NDA,0,0,-0.4,-0.8,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,26,47,NDA,41.72782129,-87.56439326
610016,Kate S Kellogg Elementary School,ES,9241 S Leavitt St ,Chicago,60620,Rock Island Elementary Network,FAR SOUTH SIDE COLLABORATIVE,Yes,Not on Probation,No,Strong,76,NDA,NDA,Average,57,Strong,63,NDA,NDA,NDA,Average,53,Weak,46,96.30%,12,95.40%,91.80%,78.8,10,49.4,67.8,65.5,65.5,52,77.5,49,64.7,17.5,47.5,24.2,30.9,-0.4,0.7,Yellow,Yellow,28.2,36.4,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,283,49,NDA,41.72525315,-87.67719555
609716,Kelvyn Park High School,HS,4343 W Wrightwood Ave ,Chicago,60639,North-Northwest Side High School Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Probation,No,Weak,32,Weak,28,Weak,32,Weak,28,Very Weak,Average,43,NDA,NDA,NDA,NDA,74.40%,12.9,94.50%,99.50%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,12.8,12.2,13.8,13.8,1,14.9,16.7,54.1,35,1252,29,56.9,41.92789092,-87.73600171
609746,Kenwood Academy High School,HS,5015 S Blackstone Ave ,Chicago,60615,South Side High School Network,SOUTH SIDE COLLABORATIVE,No,Not on Probation,No,Strong,63,NDA,NDA,Average,48,Average,56,NDA,NDA,NDA,NDA,NDA,NDA,NDA,88.40%,5.9,95.30%,99.40%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,60.2,75,69.5,31,-1.1,-0.5,Red,Yellow,81.2,49,15.6,15.1,16.8,16.9,1.3,19.1,26.8,69.5,79.7,1852,46,70.3,41.80375479,-87.59038395
609719,Lake View High School,HS,4015 N Ashland Ave ,Chicago,60613,North-Northwest Side High School Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Not on Probation,No,Strong,64,NDA,NDA,Average,52,Average,43,NDA,NDA,NDA,Average,49,Weak,43,87.70%,8.5,96.20%,100.00%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,15.3,15.8,16.1,16.7,1.4,17.8,36.6,81.4,62.8,1500,33,87.3,41.95478361,-87.66891643
610368,Langston Hughes Elementary School,ES,240 W 104th St ,Chicago,60628,Rock Island Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Probation,No,Weak,28,Average,54,Very Weak,16,Weak,30,Strong,Average,48,Weak,46,Strong,56,90.00%,27.5,95.50%,100.00%,44.7,67,19.3,16.8,46.8,54.5,22.7,18.7,57,43.7,0,9.5,8.2,6.1,0.3,-0.4,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,424,48,NDA,41.70536999,-87.62985093
610033,LaSalle Elementary Language Academy,ES,1734 N Orleans St ,Chicago,60614,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,Yes,Not on Probation,No,Very Strong,99,Strong,79,Strong,62,Average,52,Weak,Average,43,Average,53,Average,48,96.80%,7,97.60%,100.00%,86,47.4,81.4,78.3,67.7,76.4,79.2,84.7,73.2,76.5,61,71.2,55.5,49.5,0.3,-0.3,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,576,33,NDA,41.9138823,-87.63760107
610520,LaSalle II Magnet Elementary School,ES,1148 N Honore St ,Chicago,60622,Fulton Elementary Network,WEST SIDE COLLABORATIVE,Yes,Not on Probation,No,Strong,66,Very Strong,81,Weak,36,Average,52,Very Strong,Strong,79,Strong,55,Average,51,95.10%,5.6,94.80%,100.00%,NDA,NDA,61.1,69.9,82.5,80.2,61.1,76.4,70.4,85.5,NDA,NDA,33.8,38,1.1,2,Green,Green,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,609,35,NDA,41.90290876,-87.67373263
609910,Laughlin Falconer Elementary School,ES,3020 N Lamon Ave ,Chicago,60641,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Not on Probation,No,Average,54,Weak,24,Average,48,Weak,27,Weak,Weak,30,Average,49,Average,53,96.10%,5.7,97.00%,99.50%,71.7,42.9,47.7,28.5,46.9,63.4,72,33.3,77.2,59.1,NDA,NDA,21,14.2,1.1,0.8,Green,Green,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1520,29,NDA,41.93577597,-87.74936705
610133,Laura S Ward Elementary School,ES,410 N Monticello Ave ,Chicago,60624,Garfield-Humboldt Elementary Network,WEST SIDE COLLABORATIVE,No,Probation,No,NDA,,NDA,NDA,NDA,,NDA,,NDA,NDA,NDA,NDA,NDA,NDA,NDA,92.90%,3.9,97.50%,100.00%,72.6,54,35.2,13,43.5,60.7,41.7,27.5,44,50.4,14.3,47.1,14.2,6.9,-3.5,-5,Red,Red,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,429,34,NDA,41.88845002,-87.71752405
610034,Lawndale Elementary Community Academy,ES,3500 W Douglas Blvd ,Chicago,60623,Austin-North Lawndale Elementary Network,WEST SIDE COLLABORATIVE,No,Probation,No,NDA,,NDA,NDA,NDA,,NDA,,NDA,NDA,NDA,NDA,NDA,NDA,NDA,91.00%,18.8,94.80%,98.00%,43.4,NDA,17.2,10,34,44,21.1,15.9,45.2,47,0,2,3.3,4,-2.1,-2.2,Red,Red,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,508,37,NDA,41.86298683,-87.71300615
610024,Lazaro Cardenas Elementary School,ES,2345 S Millard Ave ,Chicago,60623,Pilsen-Little Village Elementary Network,WEST SIDE COLLABORATIVE,No,Not on Probation,No,NDA,,Average,58,NDA,,NDA,,Strong,Average,58,Average,52,Strong,57,96.30%,3.2,98.50%,100.00%,77.2,59.6,31.9,26.5,41.4,57.7,NDA,NDA,NDA,NDA,NDA,NDA,26.3,15.8,,,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,654,37,NDA,41.8485071,-87.71598119
609907,Leif Ericson Elementary Scholastic Academy,ES,3600 W 5th Ave ,Chicago,60624,Garfield-Humboldt Elementary Network,WEST SIDE COLLABORATIVE,No,Probation,No,Weak,33,NDA,NDA,Average,49,Average,52,NDA,NDA,NDA,Weak,45,Weak,45,94.70%,20.8,95.10%,100.00%,76.1,70.9,41.3,22.4,43.1,58.5,43.8,25.4,60.9,40.9,10.4,20.8,13.3,7.7,2,1,Green,Green,51.1,4.2,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,518,34,NDA,41.87576191,-87.71584573
610298,Lenart Elementary Regional Gifted Center,ES,8101 S LaSalle St ,Chicago,60620,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,Yes,Not on Probation,No,Strong,79,Average,58,Average,51,Strong,67,Average,Strong,63,Average,52,Average,52,97.40%,0.3,97.80%,100.00%,NDA,NDA,93.9,96.9,69.4,46.9,93.5,96.8,57.6,55.9,86.7,93.3,88,86.4,1,0.5,Green,Yellow,100,70,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,328,45,NDA,41.74715024,-87.62800231
610036,Leslie Lewis Elementary School,ES,1431 N Leamington Ave ,Chicago,60651,Austin-North Lawndale Elementary Network,WEST SIDE COLLABORATIVE,No,Probation,No,Weak,21,Weak,37,Weak,36,Strong,64,Weak,Average,48,Weak,42,Weak,43,91.80%,37.7,95.30%,98.60%,67.8,58.4,20.3,19.8,51.3,40.1,15.8,22.5,53.5,58.3,2.3,4.5,4,5,-0.5,-0.1,Red,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,565,36,NDA,41.90682528,-87.75451319
609738,Lincoln Park High School,HS,2001 N Orchard St ,Chicago,60614,North-Northwest Side High School Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Not on Probation,No,Strong,65,Strong,61,Average,44,Average,49,Average,Average,45,NDA,NDA,NDA,NDA,84.60%,9.2,96.00%,100.00%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,17.7,18,18.6,19,1.3,21.6,53.6,77.9,75.5,2342,33,74.4,41.91830362,-87.64597389
609807,Lionel Hampton Fine & Performing Arts Elementary School,ES,3434 W 77th St ,Chicago,60652,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Probation,No,Average,42,NDA,NDA,Weak,34,Weak,28,NDA,NDA,NDA,Weak,46,Average,51,95.00%,94.9,96.60%,100.00%,59.6,40,35.3,28.6,57.1,56.1,37.6,33.8,52.8,54.6,9,37.2,9.4,9.4,-1,0,Red,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,658,44,NDA,41.75348432,-87.70875287
609834,Little Village Elementary School,ES,2620 S Lawndale Ave ,Chicago,60623,Pilsen-Little Village Elementary Network,WEST SIDE COLLABORATIVE,No,Not on Probation,No,Average,45,Average,43,Average,52,Strong,66,Average,Average,43,Average,47,Average,50,96.70%,3.2,96.70%,93.90%,69,56,26,25.1,49.8,52.2,42.1,32.6,63.2,56.3,17.6,19.4,11.3,11.4,0.6,1.5,Green,Green,30.9,66.7,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,842,37,NDA,41.84368588,-87.71735516
610325,Logandale Middle School,MS,3212 W George St ,Chicago,60618,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Not on Probation,No,Average,56,NDA,NDA,Weak,32,Weak,28,NDA,NDA,NDA,Average,50,Average,51,95.10%,5.1,95.60%,100.00%,NDA,NDA,NDA,NDA,NDA,NDA,39.1,31,56.9,55.1,20,22.6,11.6,7.8,-0.6,-0.3,Yellow,Yellow,34.8,37.5,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,941,29,NDA,41.9339976,-87.70804359
609809,Lorenz Brentano Math & Science Academy Elementary School,ES,2723 N Fairfield Ave ,Chicago,60647,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Not on Probation,No,Average,57,Average,47,Average,43,Average,46,Weak,Weak,32,NDA,NDA,NDA,NDA,94.70%,9.2,97.70%,100.00%,48.5,42.6,44.2,30.8,50.9,56.1,54.4,30.9,48.9,46.6,20.8,28.3,18.4,8.2,-1.6,-1,Red,Red,48.1,3.8,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,455,31,NDA,41.93097047,-87.69625758
609773,Louis A Agassiz Elementary School,ES,2851 N Seminary Ave ,Chicago,60657,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Not on Probation,No,Average,53,NDA,NDA,Weak,23,Weak,21,NDA,NDA,NDA,Strong,56,Average,47,95.20%,32.6,96.80%,98.10%,68.5,39,44.1,49.5,44.9,49.5,43.6,50,43.6,43.6,30,53.3,27.5,27.5,0.2,-0.9,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,432,33,NDA,41.93412004,-87.65619167
609774,Louisa May Alcott Elementary School,ES,2625 N Orchard St ,Chicago,60614,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,Yes,Not on Probation,No,NDA,,Strong,66,NDA,,NDA,,Average,Average,57,Strong,60,Weak,41,96.60%,3.7,97.10%,93.20%,85.1,75.1,72.6,76.9,56.4,55.2,73.1,70.7,69.2,59.8,43.5,47.8,52.6,46.1,0.4,0.3,Yellow,Yellow,50,73.9,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,481,35,NDA,41.92984626,-87.64633949
